id,text,labels
64168,@USER Liberals are addicted to fake news.  Chris is their Dope man.,1
25505,@USER What a freaking ass.,1
78252,@USER @USER I never watch the NFL !!!’ Panthers suck by the way !!!,1
49894,@USER As usual @USER doesn’t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.,1
49160,@USER 👏🏻 good job (sarcasm). Also great they have gun control laws it’s saving lives! (More sarcasm).,1
53866,"@USER @USER he/she is lying also. claiming I didn't know they were dating"" but when you look at her old tweets you can see her arguing with Careeeema and saying they're dating. Plus Tom and Z are too careful to hold hands in public. 😂""",0
56736,@USER @USER @USER Oh yeah do you? Trust me give it 3 weeks and you will be begging for Jameis. Fitzmagic turns fitztragic QUICK. I’m a jets fan take my word and thebills word he is fools gold,0
15354,@USER @USER Betty I think women have been handed a character assassination  bomb to destroy MEN by the liberals and the FEMINISTS. I would hate to know these women represent  ME. WHY WAIT ALL THESE YEARS TO REPORT...,1
91855,@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.,1
49119,@USER Eminem may be an angry old man yelling about young people but i just REALLY wouldn't care unless he would be dressed as a Roblox character while rapping,1
10660,@USER @USER TRUMP TRUMP TRUMP MAGA!,0
35321,@USER His jewels have their own gravitational field!🛸,0
92722,@USER Aight I thought gun control and unaffordable healthcare was the issue snm 😪,0
52863,@USER Come on Texas I know your not ready to hand over your guns to liberals!,1
72398,@USER @USER I cri evritiem,0
55037,@USER Lol! You are correct  ;),0
70114,Analysis | Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘We’re winning’ - The Washington Post URL,0
16525,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly that’s what liberals don’t understand we WILL DIE FOR OUR LOVED ONES,0
95136,Spoke with a woman in Croatia today.   She said 80% of Croatia loves @USER !!   #maga,0
38141,@USER @USER Twitter and social media seems to make errors only on conservatives and never liberals. Why is that?,0
12198,@USER Right.!!!! I don't know what the hell he is saying half the time. I would get thrown off the show the first episode.!!!!😟😕,0
34479,@USER @USER @USER Because the non-citizens are looking for a free ride on the backs of the American taxpayer and liberals are looking for votes. It's like a pyramid. They need to bring new people in at the bottom to support them at the top.,0
88013,@USER The president’s feelings are totally opposite of CNN’s feelings. So what does that say about CNN? They’re all liberals.,0
57970,@USER @USER @USER @USER both of you are going to have to take several seats when it comes to Kyle 😻,0
62169,@USER Oppression... We need to start a movement.   Could be worse they could be Antifa dogs :),1
57285,@USER @USER he is my ultimate bias..,0
98090,@USER @USER Elon has been smoking too much dope and he apparently got a bad batch. Even I knew that vessel he sent would not work to rescue the #ThailandChildren. @USER quit.,0
37450,#GeraniumInTheCranium. Please also dredge up some of her ridiculous “gun control” bills that were shot down. URL,1
14992,@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway,1
89881,.@USER is trying to negotiate a deal that satisfies the @USER She can’t achieve it.  .@USER would negotiate a deal for the country.  It’s time for this coalition of chaos to fall.  .@USER is ready to serve in the interests of the many not the few!,0
48660,@USER @USER Who is the ring leader of the brain dead sheep. Time to turn it back on him.,1
22874,@USER @USER Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience,1
33013,@USER #Deplorables are resolved to #MAGA URL,0
94004,@USER @USER @USER @USER  @USER  Please get out to vote Republican right down the ticket or Pelosi gets back into control,0
55189,@USER @USER @USER @USER Ask the UN why? Ask liberals why?,0
10201,@USER We don't need to talk about gun control; we need to talk about criminal control.,0
77963,@USER And yet the liberals keep piling in people from countries like this with ideals like this and preach upon to us women's rights and respect for all. Doesn't make sense to me it's double talk,0
27873,"@USER We the people of #TrumpNation stand FIRMLY behind @USER Most complaining farmers -- whom Corey Booker suddenly discovered"" and thinks he can divide off the #MAGA nation -- UNDERSTAND that they must sacrifice a little for OTHER Americans who've been raped by #China.""",0
21527,@USER For the best night sleep in the whole wide world...,0
44096,@USER God Help Us.,0
11618,@USER He is so very stupid. Or is it he is just so concrete??,1
78146,@USER WHAT?? -Are you forgetting Steve Scalise being shot by a left wing nut job?  -the pillars of society known as ANTIFA who beat ppl with chains and destroy property?  -ur de-funk speaker Maxine Waters calling for chaos Etc only 280 chars  Watch something beside @USER &amp; learn truth,0
77899,@USER @USER @USER @USER Liberals have compassion ONLY for non Americans.,0
11405,@USER Grape!,0
67365,@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process,0
47191,@USER No doubt progressive Nazi Antifa Liberal Democrats do.,0
64459,@USER Forevaaaaaaaaaaa 👯‍♀️ URL,0
72091,"REPORT: Christine Blasey Ford ‘prepared to testify’ — but there are some catches""  URL #TCOT #MAGA #RedNationRising""",0
64835,@USER Kind of like what trump does all the time huh?,0
94862,...and then there's this: URL  #TRUMPARMY🇺🇸© @USER #AllVetsRadio #VOC #TheBrooksBrown✔️ #MAGA❤️🇺🇸 @USER @USER  @USER  @USER  @USER URL,0
10958,@USER @USER And we met him in the Rain omg he is such an amazing person,0
63759,@USER @USER Who’s talking sense @USER or @USER  @USER I’ll follow the industry expert as should @USER #listentoindustry,0
24075,@USER @USER The idea that his 20 year old DWI should somehow exclude him from the gun control debate is just... ...I don’t know. What IS it exactly?,0
14044,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi BEE GEE!!! You are so cute!!!😸😘,0
15411,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Okay 🤗,0
68331,It’s good that @USER is taking a page out of @USER book by hiring more high power woman in leadership roles. If only he was as good of a leader as #POTUS45 maybe the #Mavericks wouldn’t be in the position they are now. #MarkCuban #metoo #maga,0
65280,@USER Red Flags: She’s a “professor” at a liberal school and she’s “unable to have healthy relationships with men”. Translation: She’s an Antifa Dyke out to stop a Conservative Judge and President Trump even if she has to lie.,1
70465,@USER He’s gonna tip him two new assholes,0
23112,@USER @USER And the NRA supported gun control when it was targeting the black panthers who were defending black neighbourhoods against police brutality.,1
21649,@USER She is incredibly stupid and perhaps the reason why she was chosen to ‘entropy‘ the trade talks. Trudeau will destroy everything of reason in Canada. Would you allow a terrorist destroy Canada? Then why have Trudeau?,1
61740,@USER he needs shielding from his nana too.,0
77307,@USER @USER After seeing the contents of the post @USER I for one are pleased with the legislation we have in regard of gun control. On the other hand legislation does need to be improved to support mental aid to this individual. He has to be sectioned.,1
70501,"@USER I'm glad you think so. I know you could kick his ass yourself, but I'll always have your back.""  He knows he is doing his best.   ""That's awful. That you had to live like that. No child should have to experience such things.""  Shitty people like that should not be allowed near+""",1
65719,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly.  From what he is describing it is like two steps forward and three steps back.,0
37263,@USER Again she is the GOAT at HER SPORT but of all athletes ever? Absolutely not,1
19746,@USER Indie: (noun) a place where people as talented as you are working just as hard as you to get to the spot you're at.   Opportunity doesn't knock for everybody.,0
16918,@USER GD I thought he lost his voice?,0
90803,@USER @USER @USER She can probably suck the chrome off a trailer hitch though... URL,0
24259,@USER @USER They gone eat his high yellow ass 🤣,1
39469,@USER Sorry...nothing but a setup to try and appease the Socialist Democratic Wacked Out Liberals. We are not stupid,1
59002,@USER The Show Must Go On! We must have crazy liberals screaming and throwing a tantrum inside of that courtroom? If they let these same animals in as they did during the hearings this is just going to be another circus,1
81567,President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL,0
26606,@USER God + MAGA = Block.  Buhbye.,0
83731,@USER They probably all wrote it together while pissing in your McDonalds coffee.,1
90499,@USER Grow a pair. M,0
96119,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Well hello there,0
34943,@USER @USER @USER @USER @USER @USER @USER Joe is just singing the old Liberal bullshit song and misrepresenting facts as usual.,1
77839,@USER @USER @USER yes the CPC needs more Liberals. Good call Scheer.,0
53536,@USER She Wants Gun Control? Figures URL,0
58213,@USER @USER That’s so sad and terrifying; I know it’s been dropped to a 2 but all the reports I’ve seen says that doesn’t mean shit for this storm. All you have to do is look at pictures of that thing to realize it’s a fucking BEAST,1
41920,@USER @USER @USER her opinion. she is not a Feminist.,0
52898,"@USER Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation""",0
89193,@USER @USER @USER @USER Connections are vital with all of the crap Twitter forces on conservatives.,1
50733,10 high school students murdered in Dallas with WASR-10 Century Arms rifle. The NRA calls gun control research 'unethical'.,0
85067,@USER @USER @USER @USER @USER Sadly given the hypocritical and unethical behaviour of Liberals/Democrats these days I view any claims or allegations made by them with a huge degree of scepticism.,1
33076,@USER @USER @USER You are take stupid to a whole new supersized level,1
54744,@USER @USER So says the man who’s turning California into a third world country.,0
28963,@USER @USER Superman: “This guy still giving you trouble?”  *uppercuts Steppenwolf*  Me: “THERE HE IS! SUPERMAN!! IT’S HIM! FINALLY!!”  News: “Henry Cavill is no longer Superman”  Me: “........WHY.......”,0
27670,@USER Eh he is decent I think lol im playing barzal as my first line center over him though,0
28051,@USER Exactly. We can take the theatre. 👍,0
70794,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🙋Hello to all fellow patriots.,0
12101,@USER @USER @USER 🇺🇸 BECAUSE THey think Sen Collins is A STUPID COWARD   &amp;all they have to do is Bullie   SenCollins  This is what🇺🇸Conservatives Have lives with For 9️⃣yrs now   Please Vote For Kavanaugh  LetGod Take Care Of the Rest,1
91233,@USER Conservatives Vote NOW! Fed Up With Stupidity!,1
71237,@USER @USER @USER I thought liberals were snowflakes,0
41712,@USER @USER @USER @USER @USER Oh and how do think the victim feels? Im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine Christian conservatives,1
70695,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes we do. I've been campaigning for this for years,0
34257,@USER Self defence is justified but that is not what Antifa does is it!!!,0
80586,@USER @USER You are the most wonderful of Fremino,0
20245,@USER You mean it doesn’t last like this forever? He is playing for a contract...,0
33114,@USER @USER Chuckle heads.,0
69758,"@USER I mean, the logic"" behind their claim means that in the 90's the Liberals felt it was OK for a man to abuse women... that's essentially what they are saying... and that the Conservatives were in the right... right?""",1
28509,@USER Sessions is not doing his job! He is a deep state RINO just like you!,1
56679,@USER No worries !  Thank you for responding can I ask you a question I find it very interesting? Can you tell me why you are an atheist I'm just curious.,0
34237,#HomeOffice releases one #Terrorist a week and 46 in the year to March?  Report was prior to #Choudary being released.  I have Home Office Document in full in a link on my stream .. questions asked are laughable  #MAGA #MEGA #MBGA #MBGA #Conservatives #Muslims #Migrants URL,1
43631,@USER because im a broke ass bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while she’s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot 🤙🏻,1
62156,@USER America will be better off once you retire Flakey Jeff Flake.  Go away.......,1
46814,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Too bad the 🤡 are funding it or it would tank by economic law.,0
64273,@USER I thought it would be worse. I thought they would be shooting liberals in the streets by now.,1
31844,@USER God never worry’s for he is powerful,0
32636,@USER 😂 a What? You are Better then a futanary Work! You are real!,0
93018,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Right ... It's a conditioning of sorts resulting in denial... Irrelevant of the facts... THUS Welcomes Cognitive Dissonance in Disguise- ANTIFA 🤦🏻‍♀️,0
23853,#Health &amp; #Nature under threat from #UK #US @USER URL,0
64197,Antifa Caught Off Guard After Getting Confronted By The Last Person They Ever Wanted To Answer Too URL URL,0
60626,@USER Can u help him with ur Vietnam expirrence🎱,0
36692,@USER @USER Liberals apparently think NO ONE has rights unless having those rights furthers the leftist agenda.  I see it again and again and again.,0
98564,#MRU in the media | Liberal MP crosses floor to join conservatives  via @USER #CdnPoli URL,0
27890,@USER @USER I’m sure the air that he is breathing is also bad.,1
79096,@USER You are strong girl. Don't listen to the trash talk. They don't know anything. You just go and tell the truth. That's all that matters. 🙏🌊🙏🌊,0
14037,@USER @USER @USER You are grossly misinterpreting who is against this. People across all parties condemn this action. Look no further than Bill Davis and Brian Mulroney to see that even conservatives think this is a horrible decision.,0
36163,@USER Nigga you are tweeting in the shower ???? I hope Siri drown,1
81844,@USER @USER @USER Portugal fluked their way through 2 penalty shoot outs and CR didn’t play the final,0
80181,@USER And the last one when she is with herself. The truest personality.,0
16590,@USER Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode,1
40926,@USER @USER Just think... this chap was teaching...,0
32435,.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL,0
93619,@USER polls pls,0
27692,@USER I’m thankful that people who virulently demand gun control frequently don’t have guns. Mercifully it’s  natural selection in a way. They generally show violent tendencies verbally. Licensed gun owners are usually a very civil and polite group b/c they understand the alternative.,0
46844,@USER @USER Yes you are. you’re just too blind to realize it,1
28588,@USER they're hot bro,1
69815,@USER I'm surprised he didn't shoot his students just prove gun control is important. I'm glad I don't send kids to college. What a waste of money turning them into pumpkin heads.,1
85241,@USER @USER It also means her treacherous actions will seriously offend 70% of @USER who voted to #Leave all *Four Pillars* of the CORRUPT #EU. #ChuckMay #ChuckChequers #BoJo4PM,0
91231,"@USER @USER Businessmen need to stay in business, or they go out of business  #Democrats who dont #WalkAway have a hard time with concepts like profit"" and ""results"", so no worries if you're still perplexed  China? All the more reason we need #TrumpTariffs  #TrumpTrain #MAGA""",0
29871,@USER @USER @USER You make no sense. “Antifa” is a cut-down word for ANTI-fascist. NAZIs are Hitler fascists by definition. Many so-called right-wingers tend to fascist views. Trump does. Just listen to him. The so-called left is far from fascist.,1
37532,@USER @USER @USER You are goddamn right both sides will be heard. We want the TRUTH Kavanaugh. Republicans better not put party above country.,0
48692,@USER @USER @USER You are such a lier and all for money. Nobody wants “ francoism” here in Spain! Except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in Catalonia! Why all your friends are with Vlaams Belang? &amp;the Italian nazis? NAZI URL,1
55014,@USER @USER @USER 50 Year Mandatory Federal Sentence for ANY crime committed with a gun. Stop the gun control nonsense and punish the guilty ! NO politician today will support this !! Gun control and safe zones DON'T work. Pols don't want less crime only Hot Air !! @USER @USER URL,0
74116,@USER Get him some line help. He is gonna be just fine. As the game went on you could see him progressing more with his reads. He brought what has been missing. The deep ball presence. Now he just needs a little more time,0
91308,@USER He’ll no!!!! It’s all about creating New Democratic Voters!!,0
31885,@USER What would happen if she were to support gun control? Would the NRA help her opponent?,0
12593,@USER @USER We seem to have less shootings that you guys.  Apparently you need more gun control laws.,0
45025,@USER Pussy and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol,1
49945,@USER @USER Just what a communist would do! Destroying America! Lock Him Up! TRUMP2020 MAGA!😎🇺🇸,1
69211,@USER @USER @USER @USER @USER Or - and here's a thought - there is no vast web of conspiracy. Those who are in fact experts on the global economy just all happen to agree that Brexit will be a disaster. Just a thought.,0
83428,@USER @USER Did u c the smile on that kids face afterwards?....was beautiful.... #MAGA ❤️🇺🇸👸🏼💋,0
94224,@USER Don’t use his NJ address.  He is never there.,0
59355,@USER @USER Technically speaking he is hamstrung by drug &amp; alcohol addiction,1
56303,"@USER @USER The term negative knowledge"" strikes me, when knowledge is sucked away and information goes into reverse -- away from the recipient.""",1
93111,@USER There is a full-blown coup d'etat going on between the Deep State and the Liberals for everything they can do to try and get Trump out of power and it's absolutely ridiculous and should be against the law,0
32345,@USER I hope he is safe,0
53424,@USER @USER @USER @USER @USER @USER @USER The vast majority of counterprotestors were normal Cville residents. There were a few antifa and a few BLM people. All violence was instigated initially by the white supremacists. Antifa protected clergy members and black residents.,0
83756,"@USER @USER @USER @USER You hit them for fucking elo and the reason I'm posting this is because he is thee booter EXPOSER"" just shows you cant believe everyone in this community""",1
47280,@USER @USER @USER @USER @USER @USER @USER @USER @USER I think it was found that less well educated conservatives were more inclined to accept the Government directive at face value,0
98793,5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? @USER #ONpoli,1
61909,"@USER @USER This is absurd. Read more about the history, politics, and true belifs of fascism. Antifa do not/cannot do the bidding of ruling class because that's what fascism is for aka bootlickers. And u.s. liberals"" have always been right leaning.""",0
59537,@USER @USER Guy you are always present...bet why? Lol,0
32623,@USER Politicians are finally getting it through their heads that the NRA doesn't represent a majority of gun owners. Most responsible gun owners SUPPORT gun control. You are pushing policies that most American gun owners find reprehensible.,0
17234,@USER I totally disagree with this. I can never tell which way he is leaning on an issue. He gives the news and asks the questions. Nothing against Chris Wallace or Shep.,0
27374,@USER @USER You defending sex offenders shows you for who you are.  I don't waste my time with your types,1
62740,@USER @USER When they go low???@USER @USER @USER @USER @USER,0
17492,@USER Trump needs to move to Egypt as he is constantly in de Nile.,0
91186,"@USER Unfortunately, both Liberals and Conservative parties , leaders and fringe parties no longer know what Canadians really think! They said they  know"" , but that is House ping pong rhetoric ! Even the polls aren't reliable.  CANADIANS STARVED FOR A CLEAR STRONG VISION🍁MISSION! URL",0
24874,@USER So you are OK with Boris Johnson having to have police protection from Antifa/Momentum then? Tories are clearly scared of @USER because the Tories know they are not delivering the Brexit that 17.4 million people voted for. Shame Tories do not condemn Antifa.,0
39219,@USER @USER Get her in Washington on Monday. America first MAGA,0
41881,@USER Master of None was so fucking good.,1
63234,"‘She’s NOT in charge of the Senate!’ WATCH Megyn Kelly UNLOAD on Ford for demanding an FBI investigation""  URL #TCOT #MAGA #RedNationRising""",0
90485,@USER Don’t mess with niggas from Marcy projects george Zimmerman! You gonna get lit!,1
18852,@USER CHAD SHE IS A COMMIE SPAR US!!!!!,0
90985,@USER @USER @USER @USER They are Conservatives to be put on the Supreme Court that don’t have all of these blemishes on their record these questions of their character there are better candidates. They need to find one. This one is the POTUS pic because he thinks the POTUS should be above the law,0
87363,@USER Gun Control Now!  Beto for Massachussetts Senator!,0
90453,@USER You coming to Georgia when I get back then?😂,0
34158,@USER The liberals have sunk to an all new low....how tragic!!,0
24924,@USER THINK PROBELY I THINK SHE IS GETTING SOMETHING OUT OF IT ..MAYBE MONEY,0
81594,@USER @USER Liberals aren't bright.,0
84656,@USER Liberals at there lowest,0
52261,@USER Because they are crates by the liberals  to save ANY kind of influence...,0
39315,@USER His name is Coco!  He is a Pomeranian.  He's actually old.  He's is 12. The most loyal dog I have even known!,0
89653,@USER @USER @USER @USER @USER @USER @USER Maybe stop attacking Conservatives and you might find they don’t retaliate.,1
77910,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good list. Keep it going,0
94767,@USER thank u!! i’m finally at the point where i’m okay with using heat on it again i’m so happy,0
18265,@USER @USER Wise move .. the only things the Democrats are doing is creating anger regarding conservatives,0
66070,@USER @USER @USER @USER @USER @USER He is also the one who started using Cambridge Analytica,0
52765,@USER you are so sweet! thank you for spreading love into her tml 💖,0
95429,@USER @USER @USER @USER @USER @USER You have nothing you are isolating yourself from others and it's quite hilarious to watch. Also if you were around for the idea of #Anonymous years ago you would know it's in general about resistance. I don't support senseless violence actually I fought against Antifa like u.,0
52985,@USER Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.,0
17211,Network of Liberal Facebook Ads Traces Back to Colorado Law Firm URL #cnn #sitroom #TheLead #outfront #AC360 #NPR #PBSnews #PBSnewshour #tcot #tlot #maga #sgp #nyc #boston #baltimore #cleveland #chicago #milwaukee #denver #stlouis #houston #dallas #atlanta #la,0
82058,@USER Thank you Don Jr! You are absolutely correct!,0
21867,"@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do""? Fuckin ""Run Me Over Rhonda"" lol""",1
39588,@USER @USER States. Kavanaugh will destroy any chance at federal gun control in our lifetime.,0
41177,@USER Liberals: The FBI can investigate if you ask.  Also Liberals:   Can you believe Trump ordered an investigation of a private citizen??? He's a dictator!,1
56888,@USER As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,1
25543,@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao,1
65246,"@USER She"" is a he.""",0
52858,@USER @USER I think the pope and some others should be prosecuted for covering up and protecting child rapists!,1
40202,@USER Gutierrez you’re such a liar that’s all you guys are good for,1
94815,@USER You are awful.,1
71283,A little appreciation post for my bestie because she’s a bad bitch and I’m thankful for her💗 @USER URL,1
46191,@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?,1
64423,@USER @USER This is dumb! What is the point?,1
65105,@USER yeah it start with her being a blogger and all but somehow it turned into a murder fan fiction,1
58087,@USER Buy one URL,0
79283,"@USER @USER That solidarity with Israel"" banner photo of ""Antideutsch"" infiltrators was originally used in an online mag Bunker which has connections to fashy pro-Žižek types from the 8chan /leftypol/ board. It's a go-to image for the ""anti-antifa"" crowd. Archived: URL",0
78806,@USER WHAT i cant like HE IS LEGIT WATCHING my ever move In Rehab!!!,1
30523,@USER @USER @USER @USER EVIL @USER MUST BE STOPPED! HE IS A MAJOR PART OF THE SWAMP IN DC! #MAGA #WWG1WGA #DrainTheSwamp  #QAnons  #DOWN_WITH_GOVERNMENT_CORRRUPTION,0
56592,@USER I understand that.. but she has 4 children and she is mad because she and her 7 week old were asked to leave a book club meeting at 9:00... obviously someone was with her other children at home so why bring the baby,0
62404,@USER @USER That's an Antifa Soy Girl!,0
27243,@USER Obviously its ANTIFA who is threatening her to force her to continue the charade,1
44140,Here’s some more of what my opponent is “resisting.” Are you better off today than you were 2 years ago? #NJ12 #MAGA #WalkAway URL,0
86459,@USER He is adorable @USER,0
19487,@USER Thanks to all the bleeding heart liberals who would rather pay for illegal immigrants then people who are battling cancer.,0
31246,@USER @USER Big Wanda fucked with the wrong one 😂😂😂,0
16047,@USER ThrOne 2 WhiLe Sitting UpSideUp Pinche YaYaY @USER URL URL,0
78556,"@USER @USER These gun control scientists"" are a disgrace. They should have their license to publish revoked. 😒""",1
94454,@USER You must be part of the new Nazi Party called Antifa,0
61405,@USER Chances are if you say “hey no need to call her a whore” you’ll get called a libtard and blocked... but more Conservatives need to stand up and call out vile behavior. Difference between telling someone they can’t say something and what was said was wrong.,0
81662,@USER @USER Oh my god you are joking right? 15 hours? Most officers and fire work 24 and sometimes back to back. 15 hours? Give me a break.,0
38747,#DougFord again using #Trump-style authoritarian tactics: •Discredit the media. •Repeatedly spread lies. •Build a false reality for your followers.  These are smart people. The conservatives know what they're doing. This is a planned strategy to weaken democracy. #ONpoli URL,1
43145,@USER @USER Whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than 7th best in the lg,0
51159,Even IF the #SexualMisconduct IS by #Gay 45 yr old #GOP #Men - they'd call it youthful indescretion &amp; get a #Mulligan from #Hypocritical #Evangelicals &amp; MAGA *sshats. URL,1
98437,@USER He needs a long look in the mirror,0
64569,@USER @USER @USER He is cute  :),0
22767,@USER I hope the fuck not,1
83321,@USER You are sexy as fuck babygirl🔥🔥🔥,1
26702,@USER @USER Get her underoath and if she lies she should go to jail just like everyone else who lies if she is telling the truth she has nothing to worry about,0
75568,@USER Oops guess the liberals will call him a racist and a nazi along will all the other names on the book,0
30007,@USER ugh I meant *wigs shit,1
83241,@USER Oh shit this will trigger some bigots,1
44555,@USER These are truly beautiful and unique.,0
60427,@USER @USER #maga = Many Are Getting Arrested,0
71432,"@USER @USER @USER No there's no equivalence. It's not both sides."" Conservatives' contrived controversies, division and refusal to acknowledge basic facts will be our biggest obstacles for the foreseeable future.""",0
20228,@USER The set-up that led to the second Hogan touchdown shows how much of a threat he is and how much defenses respect where he is on the field,0
93428,@USER @USER @USER Maybe the Trumpies will call for Gun Control after this.,0
11428,@USER Here she is! Gotten real big 😱 URL,0
42055,@USER I see you support gun control 😀,1
28548,@USER This is absolutely unbelievable.  So these protests and mobs are run out of the state dept.??? How about Antifa?? No wonder they all wear masks. Probably govt. employees using their PTO's.  It would explain how so many people can show up anywhere on a weekday.,0
10087,@USER Gorgeous! And those tits are KILLER! ❤️,1
81401,@USER @USER where's McKenna? She no longer using Twitter. Did she defect to the Conservatives?,0
93437,@USER @USER Wow! YOU'RE exactly like ANTIFA! You say you're against radical influences but YOU are THE MOST RADICAL OF ALL! De-platforming anyone that disagrees with you? Did you pull that one straight out of Hitler's playbook? Can you get any more Nazi Fascist? LOOK BEHIND YOU! IT'S KARMA!,1
16718,@USER @USER I thought the Krebs trials couldn't say one way or the other if this was effective. So as usual @USER giving more money to their friends,0
25835,@USER iNDEED her @ is danikaharrod go follow her because she is the cutest and shitposts from tdp sometimes jhdsfhjsg,1
90773,@USER Bravo. Down with CNN.,0
73902,.@USER Conference is fast approaching and we will soon be heading to Birmingham.  Check out our programme of events below 👇🌈💙  URL URL,0
84939,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Super,0
95813,@USER Bummer I can’t keep you company... by having a public dispute with you.,0
73829,"@USER Scary movies are terrible, I get jumpy and end up crying when something pops up.""  She didn't mind going out, if that is what he wants to do she is completely okay with it. Maybe a night out would be good for them.  ""I am a pro ice cream eater. I used to eat it daily.""""",0
69914,@USER I've said that many times. Liberals and Conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy Canadians.,1
37218,@USER He is an israeli puppet.,1
49817,@USER you are all recycling of liars,1
83996,@USER But she never questioned Congress’ sluch fund to payoff sexual harassment settlements.,0
18334,@USER Bill Maher is a known POS!,0
73895,IT'S TRUE!  #MAGA #NoCollusion URL,0
55902,@USER Good shit! Kaepernick is a great model for young kids who play football to stand up for what they believe in,1
63908,20. Close ties w/nra &amp; funding more imp than people's lives &amp; sensible gun control; 21. Attempting to defend Planned Parenthood whilst at same time rolling back intelligent sex education &amp; replacing with abstinence only teachings which is just fucking stupid;,1
65680,"@USER Yes, Joy @USER ?....  You were about to say Six-and-a-half years?"" Because that's correct, you sociopath.  You are ""stuck with this @USER ,""  f o r  t h e  n e x t  SIX-&amp;-ONE-HALF-YEARS.   #MAGA2KAG @USER  🇺🇸 #WINNING""",1
