text,labels
 Wow!!! He is Malloy #voteredNovember2018,0
 The right has the unique ability to create monsters out of thin air  It Legislation was even created to fight the phantom menance of antifa--currently in committee  URL,1
 Bruh ita gonna be ok You will have to go it without your parents being there 24/7 which can be hella scary  But you are more ready than you think  Its gonna be more fun than you could bet,0
 National Unity? O you are so full of it! You just tweeted to get people mobilized  Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists ,1
 it would mean so much of an amazing girl ( could have some advice from you  She is finally following her dream of being a photographer and would love some tips  Her photos are amazing already so I know she is gonna be an even more amazing later on,0
 I had to look up who he was  A Bush-Cheney guy  GOP have some strange conservatives ,0
 Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27  come play with Grop,1
 Holy shit  You better not be drinking milk after eating that  Or else    ,1
 Thank You Followed ! Have A Great Day #MAGA # URL,0
 The liberals,0
 amenadiel s were my favorite  the massive triangle shape    the actor being hot     the big connection spots     kisses my fingertips,1
 You do know antifa is far left republicans are peaceful we just only use violence to protect ourselves from antifa ,0
 No you wouldn t sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you re at a fucking concert you don t have to pay attention,1
 You are not going to get it  Grow up ,0
 The name alt right is to make people think its a right wing group just like ANTIFA that are fascist  BLM that really to they all black lives dont matter ,1
 No  But I am  You are hilarious  Not in a good way ,1
 Trying to shape opinion  #MockingbirdMedia at it s worse   Read the comments   It failed miserably   #MAGA #GreatAwakening #TheStorm #WeThePeople #WWG1WGA #DrainTheSwamp #ReleaseTheVideo #MockingbirdMedia #FakeNews #QAnon #QAnon8chan URL,1
 Will conservatives ever stop catering to fringe groups and address issues the majority of Canadians have to deal with  Every white hunter could vote conservative twice and youd still loose! We need a real option to the liberals ,0
 Biggest corrupt lying piece of s*** there ever was!,1
 Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh URL,1
 Amen              ,0
 Bono mocks nationalists during his concert in the last free part of Paris ,0
#USA #Trump #MAGA #KAG We know that #China #Russia #Hollywood #Soros #SaudiArabia #TheCatholics all fund and support #liberal #democrat politicians who s funding and supporting #conservatives??? URL,0
 Buy more icecream!!!,0
 Nonsense  Ford is doing what he campaign on  And he is doing a damn fine job  It good to see a politician keep his promises push things thru and get the done  The Conservative party has plenty of depth and is representing Ontarians quite well ,0
 Wait a sec    shouldnt Trump being proposing comprehensive vetting for gun control?? Wtf ? #GunControlNow #VoteBlue,0
 now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed  We hope you are doing well and feeling better! URL,0
 THIS IS SO FUCKINGNDBS FUNNYHEJS,1
 It s cute you liberals think you can save the world cute but naive ,0
 That is to say I was aware it wasnt written for me  Thats ok though  You can tell that she really loves the housewife culture she is writing about  Imagine Shirley Jackson without the misanthropy ,0
 You are being unkind to the pin!!!,1
 if you think that the op ed affects the the people in SC then you are so out of touch  We all think it is more fake news ,0
 The MeToo movement is just an extension of the democrats KKK &amp; the hate group Antifa  it s just another form of lynching those who oppose their agenda  MeToo people jump on ban wagons  in the name of justice  to perpetuate mass bullying of those who threaten to expose them ,1
 I ll bow out of this one  I was gonna reply  but no matter how I worded it  it sounded liketake the camera and shove it up your ass  lol ,1
 By making conservatives so sick we can t make it to the polling place!,1
 Antifa fight fascists  Are you defending fascists? BLM is sick of crooked cops murdering unarmed Black people  Are you defending killer cops?,0
 Im guessing Willie Nelson said IDGAF about pissing off trump lemmings to do Betos campaign rally ,0
 Hes a DA  Someone educate him hes in the South now,0
 Why would that matter to a bug? Seems that you are having some kind of mental attack or something  Maybe you should ask for help ,0
 This is what is driving conservatives crazy  A GOP that won t stand against a dirty liberal mob  #WakeUpStandUpSpeakUp,0
 Well that s because Roy Moore was no longer an issue for the Dems or the so called Women s Rights Liberals ,0
 Congrats Naomi! U deserved to win  U showed true sportsmanship during Serenas meltdown  I would like to apologize for her behavior  What an embarrassment for the US  She should have been ejected for arguing with the side chair  She thinks she is superior but shes not ,1
 Be ready!! Be prepared!! Because the trump administration isnt going to do shit if you get hit!! Well   if its a white county youre good   lookout Randolph county!! Hide yo kids!! Hide yo wives!!,1
 At least shes now getting laughed at  URL,0
 Not a classical music fan?,0
 She is a drama queen she pulled the feel sorry for me card too because she is now a working mom   give me a break,1
5/5 Canada has regulated firearms since the last quarter of the 19th century  Those laws have probably contributed to Canada having only 1% as many handguns in circulation as in the US  URL,0
 You are beginning to sound just like a stuck record Brian  Why don t you go and find something less boring to do instead ,1
 I d still take this guy over a commie or antifa ,0
 ARE YOU FUCKING SERIOUS? I AM ITALIAN! TALK TO MY FATHER WHO WAS BORN IN SICILY OF YOUR RIDICULOUS NOTIONS  YOU RE AN IDIOT! Why do you think the left as Antifa? STANDS FOR ANTI-FASCISM! DICTATORS ARE RIGHT WING!,1
 I think you are naive in the extreme  The ATA works with the NDP ,0
 James she is neck deep in her own confirmation bias she is unable to see logic and reason at this point ,0
 She is a long time proponent of killing the unborn ,0
 Cool!,0
 lemme rap on that shit  I ll do a video floatin downstream in a coffin like in horrorland lol,1
 I love you!!!,0
 Whereas you are almost a year late in trying to demonstrate you give a toss about womens rights + needs under the law  You are a disgrace + an embarrassment to #Keele + the legal profession Alex  Prioritising the rights of sexual predators over their victims damages us &gt; URL,1
 Correct me if I`m wrong wasn`t she playing a women??? Who was also a minority who was Asian  The way she is talking she play a man ,0
 Gabole negatif thinking dong,0
Actually nvm DC animated films are the shit,1
 Bono is a fakir  Always sticking his hand out for someone elses buck  May it be his concerts  Tax evasion  Lecturing america on Africa  Never has he put his own money up ,1
 Didnt know he was still alive ,0
 Fat ass     heart attack city      keep eating fat ass    ,1
 You mean exactly like conservatives are attacking this current victim??,1
 Love it that SHE s willing to pay the price    that someone else will pay  Liberals are INSANE ,0
 I would love to see how those circles would align with pro-life people who are against gun control and affordable health care  #cognitivedissonance,0
 You have no right to assume she is telling anything less than the truth  Because you side with Kavanaugh says more about you than him  I hope the voters in your state understand than you will always side with him  And consequently always side against her  Shame on you!#VoteBlue,0
More like #Putin every day  #MAGA URL,1
 you are not welcome,1
 Its weird how conservatives sometimes get accused of lacking empathy ,0
#UofGH Justice Studies Assistant Program Head Dr  Glenn Hanna recently took part in a series of interviews with CBC radio regarding gun control and what a potential ban on handguns and assault rifles could mean for Canada  Listen to the interview here: URL URL,0
 1  Whats your definition of a mass shooting? 2  Headlines where? Nationally or locally? 3  Does ONE gun death EVERY  SINGLE  ONE  makes headlines? 4  Australia: tell me about those mass carnages that happened after gun control was imposed  Links to reputable sources please ,0
 Does this guy even read the Bible? URL,0
20 Crazy Things Liberals Blame Trump For  URL #TCOT #MAGA #RedNationRising ,1
 All he is missing are the inmate number,1
 Maybe he can help the liberals with TDS ,0
 Well   he is now firmly part of the establishment    let s see how that goes for him ,0
 Awesome Agree Yeah man Preach Wait    what did i just read? Oh shit,1
 LMAO man people were talking so much shit yesterday  Any comment Marvel stan twitter? Moe overused Thanos jokes or    URL,1
 if he is gay oh well he be havin mfs HOT! Lol I like how he plays,0
 culture of our nation  culture exists? what culture is that  because it s not the American culture it once was  ,0
 You know good and goddamn well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws won t do shit if you look at Fort Hood ,1
  - Thank you to everyone who has supported me through this difficult time  I cant express eloquently enough what your kindness has meant to my family and me  Here are my thoughts on threats against conservatives and what is at stake   URL,0
 People are tired of the virtue signaling from wealthy liberals who never and never will know the struggles of the average American ,0
/63 More evidence Liberals only goal is to sabotage #NAFTA to make Trump the enemy and to get Trump Hate vote in Canada for election 2019  URL,1
 God I hope not! URL,0
 ATTENTION ALL RED VOTERS!!! GET OUT AND VOTE IF WE DON T WE WILL LOSE EVERYTHING ,0
 hope you are having a great day honey  Can t wait to talk to you I love you ,0
 He is URL,0
 Because he is right the Governor of Puerto Rico is a FRAUD,1
17 years ago he lied &amp; claimed to have seen people celebrate  17 years ago he boasted how his building is now the tallest  17 years ago he said he had many friends that died in the WTC and yet NOT ONE FUNERAL ATTENDED!! 17 years ago he was the same POS he is today  URL,0
 Google needs to lose its 501-3c privlages ,0
 I would say you have a serious case of bias  Have you seen the handiwork of ANTIFA ? Have you seen the Dems like Maxine Waters calling for Trump officials to be harassed then laughing about it  I could go on  Are you kidding me?,0
 is the main muckspreader for and do not be surprised about the various twists and turns of the #Fake #Novichok stories URL,0
 here is a guy who was invited to speak at a McCain funeral  #NeverTrump ers are as sick as #AntiFA ,0
 And today they don t even wear hoods  They re actually proud to show their faces  Unless of course it s their terrorist wing the ANTIFA or their crybaby wing the RESISTANCE   URL,0
 I really think he is mentally ill  Why does his family not address the issues? Maybe Jared did with the op-ed?,1
 Oh FFS! This is just sublime  You are getting better and better,0
 Does she expect a mob in pussy hats shouting We believe her  in unison  based on a general distrust of conservatives? ,0
 Yes included  Smoothing reserve put in place as Conservatives knew next year and year after toughest in five year cycle  Predictions are proving to be correct ,0
 Her products cause dandruff? KC you are the one,0
 please follow me and those beliwUnited we stand divided we fall  Lets continue to help President Trump MAGA URL,0
 No people died because officials robbed n didn t do their jobs,1
 Corrupt PR government and others are where you look and you know it Gutierrez ,0
 Buckle up Democrats and liberals! The shit is about to hit the fan for you and the FBI/DOJ !,1
 you are such a beautiful classy lady,0
 Disagree; he was chosen explicitly to make the President immune to the rule of law  All of his heinous beliefs on women s rights and gun control are just the frosting to make the GOP confirm him ,0
 A good example of - Democrat Gun Control URL,0
 I blocked I don t want Conservatives here this is a safe place for all #resisters,0
  is her own person  She is not a copycat  #NVSen URL,0
 She is laughing the most  URL,0
 Good thing California has all those gun control laws ?!?! ,0
 And here we have another demonstration that gun free zones dont work  Brought to you by a liberal who more than likely supports stricter gun control ,0
 Dam Lorna you are So So Sexy! Mmmmmm Gorgeous n Edible!!!,0
 Fast and Furious Holder lol,0
 I can t wait to see his MAGA tat across his chest with a picture of Mueller ,0
 He is a total phony ,1
 Love how fat they all are while chowing down on cake and cookies  That s the future liberals want ,1
//You are all not ready for #makotoniijimaweek2018,0
 Sorry for the Democratic party is the party of hate they formed the KKK and antifa  The GOP it s finally got back in the office and the economy is booming and people have jobs wow overlook this  You liberal people are the most trashy ignorant things on this planet ,1
 Antifa to the rescue lol,0
 An obvious last minute liberal ploy to delay confirmation  More dirty tricks since the liberals lost the previous election ,0
 Monte    who fuckin knows at this point,1
 Not really I have several shares in Nike Im a capitalist not a socialist  I believe in free markets  I can use liberals for my advantages  You on the other hand keep standing with your representatives they will lead you down the golden path of higher taxes and wealth sharing,0
 Antifa fails,0
 Tippi Hedren was in Julie and Jack (which rifftrax also did)  The scene from Birdemic that she is credited for was from that movie playing on the tv in the hotel ,0
 Liberals be like URL,0
 The real ANTIFA!! URL,0
 Republicans need to stop being such push overs  THIS IS WAR #MAGA #WalkAway #IamAlexJones #Kavanaugh #PPC URL,0
 Thats right #WalkAwayFromDemocrats #VoteRedToSaveAmerica #VoteRed2018 #MCGA  #MAGA,0
 I thought you said the NYT was failing and fake news  So this cant be true; its made up!,1
 Clearly you are not a weather person  Worst conditions are due for tomorrow ,0
 Jesus inherited the sinful genes from sinful Mary  It was in Jesus blood to commit sin ,0
 Liberals mock President Trumps skin color and decapitated his likeness  They also threaten his family  Even Baron ,1
 You are a definite follow! O-H,0
 Of course they shouldnt cause its obviously complete bs  They just want it delayed and when its time for the vote again theyll come up w/ another plant accuser  And why does every supposed victim of apparent rape liberals come up with always look like a lesbian art teacher lol,0
 Don t forget &amp; Democrat backed #Antifa,0
 Im not saying he is racist   Im saying he made a mistake  And she is only half Japanese  Her father is Haitian so she is half / half if we being true!,0
 That s a black referring to a group  Markedly different from affluent white people calling Ben Carson or any other prominent conservative that term  I m thinking more of stuff like this: URL Antifa n word  is quite a fruitful search  ,1
 you are the Mexican Venus,0
 I rode once in 2013 with Rebecca and she is so nice and such an Athlete  ,0
 Does this line sound familiar it is too soon to talk gun control ? This the the typical NRA funded GOP response to NRA sponsored mass murder  ,1
 He s like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / URL,0
 It s just getting so predictable ,0
GOP VOTERS BETTER WAKE THE HELL UP!!!!! #RNC poll finds #GOP voters aren t worried about midterms  That s bad URL via #MAGA #TuesdayThoughts,1
 When atmosphere turns greenish tint from greenhouse gases and humans eat humans in candy bar form maybe Ill care  MAGA!!!!!!!!,1
 No Ingles  ,0
 if i done what John Kery did i would be under the jail  just saying oncve you are no longer in a position in the gov t doesnt mean to continue illigally gooing around having meeting and talks with ppl you shouldnt even be in the same room with anymore just saying!!we have LAWS!!,0
 I dont care how good a player he is if I owned his club Id suspend him for a year make him train with the youngsters to tell them what bad looks like set the example,1
Huge QDrop dump today  #WWG1WGA #QAnon #QArmy #MAGA #TheGreatAwakening,0
 Abi? You are right,0
 What Gun Control DON T they have ? Even the smallest forces have Policies in Place for Firearm use ! I support Gun Control I can t hit my target W/O it !,0
 Im not sure where Im a fan of yet but i know I definitely suck hahaha,1
 She is very cute so she can get away with this,0
 Frenkenstien needs to pay every dime back  she has stolen from the American people  She is a disgrace to the Senate and the people ,1
 hopefully you are an asu fan and not u of a,0
 Because you are ,1
 Maybe we do need gun control  Lefties can not handle the responsibility ,1
 Cheers matey ,0
 Oh yeah another cracking offering from URL,0
 no he came back to nyc w ducky,0
 BETO running HARD left - open borders - aggressive gun control - socialise medicine - raising taxes  Dem turnout up 100% in primary s 500k to 1 mil and is outraising Cruz  Though Texas had 1 5m REP turnout   must show up and vote in November  Don t assume your neighbor will do it,0
 And we should listen to him because hes an actor     and hes seen first hand what happened to climates on other galaxies ,0
 would help them but he is in his own sunken place   to the rescue ? URL,1
 He is a crook,1
 This is why you are my favourite person,0
 Cute,0
 Hope he is able to stay in the league,0
 Beyond absurd! Ehat flavor kool-aide is being dispensed at the water cooler? #GroupThinkStinks,0
 Dont get on here saying that type of dumb shit,1
 why bore me with something that don t mean nothing at all what she done in the past and who she is now  Wow she wore tracksuit she probably would of warn many of things?  !,0
 Here  s a guy that s a reliable source of information  hHahahahahahaha  Just kidding ,0
 Just wondering whether we should have another election if the wrong  party get in because 36 9% of the electorate voted for the #Conservatives? Or when 35 2% voted Labour in 2005 (and won)? ,0
 Start with explaining why you think he is stupid rather than writing a question looking for attention ,1
 URL Go back to Alpha  Sara will report more today  Omega is coming  Truth  Trust the Plan  MAGA     WE are the PLAN = Truth ,0
 A disgrace,0
 So you seem to have forgotten some facts  Mayors we are dying speech with 100s of pallets of supplies behinder her  Warehouse of supplies found rotting  Runway with pallets of water never distributed  Mayor getting indicted ,0
#Liberals don t like to be pushed around  #Conservatives aren t supposed to be autocratic  we are   You know you re winning when they re shouting exceeds their understanding of rules based law  Best way to watch Liberals heads explode is for Cons to be more unpredictable  URL,0
 We should all believe Feinstein because she is so upstanding  She would never hir a spy from China and employee them for over 10 years  She needs to resign  TRADER ,0
 Ive been following this doll since 06 and he is a STAR  I love you ,0
 Irish Bad Bitch,1
 That was Awesome  I love hearing you destroy the Liberals but most of all Trudeau,1
 Excuse you  Do you own Twitter? Do you have Twitter rights that no one else does? If you continue to viciously attack and name call me - I will continue to respond and defend myself  Typical liberal trying to argue all Antifa style  Guess what?!? You still lose!,0
 He is so underrated and I love how pure he is as a person,0
 The bigger problem is liberal gun control nuts that want open borders to try and cleanse a society from established cultures  Then create a ruling class or a communist structure that has been proven to fail  England is now a Muslim breeding ground  Shameful,1
 #WeThePeople do not want any gun control legislation  It is against the Constitution ,0
 Ask your friends over at ,0
 Not saying he was bad  I was only pointing out how this relates to Antifa,0
 Amen  He is ,0
 ANTIFA hides their identity behind ski masks  We are living in such times ,0
 Her face looks like they throw quarters,0
 I don t think he was calling Antifa racist  just that the verge doesent call them out as they do the supposedly White Supremacist  ,0
 If Trump supported Nazis then why would ANTIFA a communist group want to harm Trump  That s right the communist group is made up of the Democratic party ,0
 Another Liar That Broke His Oath,0
 Cmon Eddie  There is no reason at all for you to be so rude  If I recall you are always begging for her back when you guys stop talking  Stop trying to make it seem like shes a horrible person and youre this amazing guy   lmfao,0
 Security are paid to protect you from trash and crazy people,1
 Yess URL,0
 I m talking about someone from a historical background and heritage of Guns  She a Roman catholic    They are generally all for gun control  You do your research sir ,1
   for president!! #MAGA #KAG,0
 The definition of snowflake,0
 He is always looking out,0
 Qual? URL,1
 You are a bad chaid,0
 She is the CEO of ATMOS research &amp; consulting She profits by spreading gloom &amp; telling cities how they can combat climate change Snake oil salesmen are cheaper on taxpayers URL,0
 I hope it shows how to plug a bullet hole? People are getting fed up with mommy warriors and bad things are going to happen to Antifa soon if they are not reigned in,1
 Imagine being stupid ,1
A Long Ass Blog That Might Not MakeSense URL,1
 This is as bad as those right wing nutjobs that scream Now is not the time!!  to talk about things like gun control when a school gets shot up This is EXACTLY the time  when people are paying attention  when someone has just lost their life to something horrible &amp; preventable ,1
 I cant wait till antifa dorks get shot trying this ,0
 You are a nut,0
 Confident trump would never be elected ,0
 Voting for her as well  Democrat I assume ,0
 Double down on rating  Bet NCAA loves this ,0
 Can u fuck off already,1
 Blue Jamie Lee!! We won t miss ya    ,0
 Have not spent one dime on NFL  NO TICKETS  NO MERCHANDISE  NO TV TIME  My Football Day is Saturday  College Gameday is incredible,0
 Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT  The ones who copped out only did so 2 save their ass  I m just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I d say ,1
 Made me smile  ,0
 But theyre still the number one Fake News Network ,1
 Rep Maxine Waters has been threatening violence on you the President and vise President  How come she is permitted to do this  Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL,1
 Help help liberals    sexual assaults with facts    where are You?,0
 Agreed  It s probably white people screaming how offensive she is too  I wish Big Brother wasn t forced by the twitter SJW army to remove her  We have all said offensive things when we were teenagers ,1
 #MAGA     oh     And FvKK YOU! Judge Kavanaugh s no more ambitious  than some old MuttaFuttah like you who s been in GD Senate for the past millenium  ,1
 Ask Cruz why he blames tofu eating liberals  for the influx of money into Texas after Houston just held a conference to woo investors from China in May  Texans must learn where that money is coming from and the reasons for the odd insults  URL #transparency ,0
 So Dissapointing  This guy is the biggest hypocrite in the country  Embarrassing that he is our Senator,1
Louisiana Attorney General Jeff Landry encourages Attorney General #JeffSessions to break up #BigTech companies like #Google and #Facebook Nothing is going to happen until we get a new AG in November! #MAGA URL,0
 His eyes are fucking louder than his words!!!! ,1
 Thats the problem  He is not a slick talking politician,1
 YOU ARE TOO NICE ILY,0
 Christianity is against abortion  It considers abortion as murder  Chelsea doesnt under Christianity &amp; probably doesnt even go to church ,0
 Conservatives  try to preserve institutions that young people are constantly trying to destroy because the aging left brainwash them into taking action  Young people have no conception of a sense of maintaining effective systems  Most are connected to destructive impuse  ,0
 Man that shit just got me hype like I was watchin it 18 years ago,1
 Good god woman  Shut up  If you liberals really believed this would have spoke out against this the day she received the letter ,1
 That s like arguing that soldiers who fought Nazis in WWII were violently forcing their ideas onto others  when they shot Nazis  No  they weren t trying to change their minds with bullets  they were trying to stop them from forcing fascism on the world  Same with antifa  ,0
 We r working 2 save our country from ppl like u  Appropo u you setting the flag on fire just like u set justice on fire  #LockHerUp  #MAGA,0
 He is Romanian?,0
 Never had any intentions of showing up  Only intended to delay and testify by way of DNC hit woman lawyer and media  Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls ,0
 Too bad Antifa crashes GOP townhalls ,1
 #ShareTheLove you are my top influencers this week,0
 I do not support Trump  He is an abomination!,1
 Bono can go away now the 90s are over you sick now,1
 Radicalism??? who s behind Antifa and other disruptive organizations causing havoc - your buddy George Soros  Again  if you have a SPECIFIC accusation  you should bring it    all of your words are political rhetoric  Nothing clear  here  ,0
 You re literally white nationalist radicals and enemies of the state  You re lucky you re not being hunted down by federal agents like the terrorists you are   but the citizenry will act in the state s place soon enough  ACTA NON VERBA  #TheResistance #ResistTrump #Antifa URL,1
 I love that feeling that u get from going from Blues to purples  The discovery of new sexy loot!,1
 Oh what a tangled web we weave when first we practice to deceive ! Give it up Serena you are looking silly now ,1
 jameis winston he is no longer in college whereas Jimbo Fisher and his school protected this sexual predator   he needs to sit in prison   he is getting off easy because she didnt filed sex charges against him   ,0
 I wonder if they will burn their Levis since has come out in favor of gun control? Levi Strauss teams up with gun control group: We cannot stand by silently  URL URL,1
 Excommunicate the guy  Thatll teach Em ,1
 I think the FBI should do the original interview  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left  Put her under oath and attempt to get the truth  She will be protected by liberals in congress,0
 Wow he is away from his phone ,0
 Don t understand your logic  Anyways this is going nowhere  This to me is not acceptable  Maybe you are ok with it  URL,1
 I m going to send an American wolf after those Antifa commies and Alt-Right fascists ,0
When under siege over a BS stand    double down  #CultLogic #MAGA URL,0
 Killary still lost!,0
 i think she and her team imagined it all and now she is a victim in hiding from her abuser   Kavanaugh and his family  friends ever imagined it  never  ,0
 How blindly ignorant you are  Shameful people with the deep thinking you lack can vote,1
 My sister and her husband have been married 60 years as of next week  She is a tough act to follow (my first marriage ended after 7) ,0
 Harris makes herself look very ignorant daily! #MAGA without them!,1
 Cough*Nicky Haley*,0
 He will end in gitmo,0
 that zombie walk was a little scary  Remember when that zombie said he was going to eat Shons butt,1
 He is NOT Supreme Court worthy,0
 It s a trap  Conservatives know as soon as they go public they re on the termination list ,1
 Liberals didn t want to hear from Juanita Broderick or Keith Ellison s accuser why not? Are they being ignored,0
 Because only the unhinged liberals that are scared they won t be able to murder their babies are demanding this  The other normal rational people with common sense can see this is just a fake accusation to stall ,1
 Glad her career is ruined by the way  She deserves to be ruined after what she done  Just because she WAS a celebrity doesn t mean she should be excused  Doesn t mean she is above the law ,1
 And Hillary is president! LOL! URL,0
 Conservatives are opposing liberals and Canada,0
 It never gets further that the Caymans But I want to know what gives Boris the right to spunk 45m on a folly of a bridge that wasnt built Where is the money And what relation to him were the people who were paid it And why are they all now abroad No lnvestigation iniated Why,1
 You must be on your 2nd bottle of vodka if you are gonna say the reps are radicalized! See antifa or blm or feminazis or abolish ICE or msm or anyone else doing your dirty work!,0
1  I got a dig bick 2  You that read wrong 3  You read that wrong too 4  You checked 5  You smiled 7  You are wondering why you re still this reading this 8  You saw that mistake    right? (On 7) 9  But did you see that I skipped 6? 10  You checked  30 seconds you won t get back,0
 I should make a sam has new hair and she is fabulous sign that I have on my person for when we are together,0
 Only people that own guns get a say on what to do about gun control ,1
 I know this is most likely a fake profile set up 2 get conservatives unhinged so this nut can report them  Just had 2 get that off my chest!,0
 I have  He is desperate to see what I m saying and report me  Shame as he usually says nothing  Another antifa pussy no doubt,1
 Libs vs conservatives simple,0
ALL THIS IS BS  FORD IS LYING!!This has everything to do with delaying the vote    #MAGA #ConfirmKavanaughNow #POTUS URL,1
 WHAT THE FUCK,1
 here your sign  #Liberals #BREAKING #MAGA #PatriotsUnited #AmericaFirst URL,0
 Ain uor kkkkk,0
 Nope; I was fortunate to be online when he posted it  Sounded like bullshit to me at first too until a few other celebs chimed in  Daffy,0
 In 2010 the Conservatives cut annual funding to build social housing by 2 5bn  Today Theresa May announced an extra 2bn to build social housing     spread over the next 10 years! So by 2028 itll be a 33bn cut since 2010 instead of 35bn  No wonder theres a housing crisis ,0
 Any Texan that would grant automatic citizenship to illegal immigrants should never be elected ,1
 You are too kind  Thanks Debs!,0
 Remember when republicans destroyed Merrill Garlands career? NO- neither do I! Only Dems - liberals can not tolerate views they disagree with  ANTIFA-great example!,0
 ORourke tell us Texas citizens how you feel about law enforcement officers   Tell us about your immigration plan  Tell us about your gun control plans  Tell us about your tax plans  If you cant tell us what your views are you cant be Senator ,0
 My husband  He is also my first reader always ,0
 Republican-dominated Chamber of Commerce won t let him  Just like NRA ties his hands in any gun control  He d like us to think he s in charge of everything ,0
 She is!,0
 Why you ruin shit lol,1
 We do have a few outages reported in Toronto  Here s a link to our outage map to see if you are in one of the defined spots - URL -SC,0
 is anti-gop  He is part of the Trump Party and he is hoping for a pardon for ripping off hard working Americans ,1
 If only Martin were as obsessed about Christ as he is with homosexuality ,1
 he is going extinct,0
 But the President  He is that BAD!,1
#Police? #Banter Training? Oh my God! Fools and Tools  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL,1
 It s not just Conservatives  Centrists are discouraged with his approach to dealing with trump  USA is our biggest friend protector and trade partner  Open the markets consumers here will benefit,0
And the Bull$hit just keep coming  So we re expected to just accept these allegations for their face value  The left swamp plot thickens  We need to out the offenders once and for all  #ConfirmKavanaugh #MAGA URL,1
 Wait for it   GUN CONTROL   oh wait Hoggy boy is in Canada ,0
 Says the person who refused the idea of having differant views on things? You really are a product of the US system  US antifa-lite  Is your world really that small?,0
 Bet your butt ,1
 so you say  When you are older you may understand  What anyone believes is quite irrelevant--as you yourself are asserting ,0
 Exactly! She was sorry till she found people to cosign her bullshit  Idiots  The pair of them ,1
 i think its the hope for her abuser to get better that hits me  she is SO brave and strong to say she prays for him to see the light ,0
 The term parasite  has now been added to my list of  fuck you  terms  which also includes the term  widget   ,1
 Followed all those that I havent  Please follow back ,0
 I never said no one died in Sa Juan  I said she is only in charge of one town out of 78   dont get me wrong many people to blame   in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause  Im sure Rosell and trump knew the count was higher,0
 Stop trying to make Brandon what he is not and run him  Put in some trip option and sprint option stuff  RUN HIM!! Do some play action out of the option formations  Bring in Book for at least four series ,0
 He is desperate to get into the White House so he can shut down any investigations that go straight to Obama and Biden ,0
 Got to love the future of the democratic party though   ,0
 There aren t many instances I ve been in where you can just admire the woman s physique  If i spend too long looking at a woman s bits it all comes into question  Porn allows an up close personal experience for as long as I like with no challenges  except of course getting caught,0
 bullshit  I live in NH  My daughter goes to school in Cali  She is considered a non-resident  THis is clearly a move to fraud the citizens of NH,1
 Was? I bet you are still into Sloane   she is pretty awesome!!,0
 I love women like you  We believe all women  Excluding one woman  Soon-Yi is 48 years old  She is an adult  But such a reaction is very significant  It means hypocrisy ,1
 From a man (fast and furious) was held in contempt,1
 WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE S BACK,1
 But I thought California had gun control,1
 The only one suffering terrorist attacks is Mussolini  even if that were true  the way that  terrorist  is generally defined (as  doing violence against power  outside of government realm ) of course its true its irrelevant  Hitler by that analogy wasnt a criminal  Antifa was ,0
 It s ashame that REPUBLICAN PARTY DON T do anything about gun control after all these people have been killed for no reason it s ashame that REPUBLICAN PARTY DON T do anything about cop killing the REPUBLICANS are trying to distract AMERICA,1
 in other words  im not speaking on your behalf  i just can t sit idly by while people make an ass out of themselves because i feel like people can be better than that  ,0
 coming from a guy who should be arrested and charged as an accessory  I hat a deranged individual ,1
15-year-old Allison was completely in awe of the beauty and talented of the incomparable Marin Mazzie  So grateful to have met such an incredible woman and be a witness to her radiance!!! She is so very missed  URL,0
 Says the bitch ass boy hiding behind a keyboard it dont hurt to ask for help sometimes cant do everything alone you fucking clown if he can help then something is better than nothing thats why I asked even if he cant it dont hurt to ask fuck off my twitter weak ass nigga,1
 Or buy a gun &amp; open carry to exert coercive control over an entire town  The open carry demonstrator who eventually stalked me absolutely had this dynamic  I wrote about it for URL,0
 Yes it did    And it s on editorial    Is Joe Q the editor of X-Men    No he isn t    He is editor in Chief  He is the boss of all the other editors    Sooo he wasn t responsible    I shouldn t be arguing because this is stupid   ,1
 These people in the MSM are DISGUSTING #MAGA,0
 Pushed to my limits  URL,1
 Good  We can only hope  Keep talking ,0
 You voted to trigger Article 50  You are complicit ,1
